"uav0000070_02088_s (AOS=0.0, TL=217)",,"uav0000070_04877_s (AOS=0.0, TL=332)",,"uav0000071_00816_s (AOS=0.0, TL=505)",,"uav0000071_01536_s (AOS=0.0, TL=481)",,"uav0000071_02520_s (AOS=0.0, TL=0)",,"uav0000072_02544_s (AOS=0.026951513083469644, TL=69)",,"uav0000072_03792_s (AOS=0.0, TL=0)",,"uav0000072_04680_s (AOS=0.0, TL=0)",,"uav0000072_06672_s (AOS=0.0, TL=0)",,"uav0000072_08448_s (AOS=0.0, TL=0)",,"uav0000076_00241_s (AOS=0.002140951475714305, TL=0)",,"uav0000080_01680_s (AOS=0.0681614763886783, TL=147)",,"uav0000084_00000_s (AOS=0.2042337560930491, TL=0)",,"uav0000084_00812_s (AOS=0.0, TL=0)",,"uav0000085_00000_s (AOS=4.086615287084724e-05, TL=0)",,"uav0000089_00920_s (AOS=0.09440746684132514, TL=183)",,"uav0000090_00276_s (AOS=0.0, TL=415)",,"uav0000090_01104_s (AOS=0.0, TL=737)",,"uav0000091_00460_s (AOS=0.10399369314778228, TL=98)",,"uav0000091_01035_s (AOS=0.39503256354537264, TL=208)",,"uav0000091_01288_s (AOS=0.05366354725228362, TL=154)",,"uav0000091_02530_s (AOS=0.0, TL=0)",,"uav0000099_02520_s (AOS=0.0, TL=1041)",,"uav0000107_01763_s (AOS=0.0, TL=0)",,"uav0000126_07915_s (AOS=0.0, TL=630)",,"uav0000144_01980_s (AOS=0.04564414338052968, TL=6)",,"uav0000144_03200_s (AOS=0.0220848100159242, TL=0)",,"uav0000147_00000_s (AOS=0.0, TL=0)",,"uav0000148_00840_s (AOS=0.0, TL=807)",,"uav0000149_00317_s (AOS=0.0, TL=2341)",,"uav0000159_00000_s (AOS=0.07960135286826928, TL=49)",,"uav0000160_00000_s (AOS=0.08658734673051158, TL=490)",,"uav0000169_00000_s (AOS=0.13657983207142027, TL=293)",,"uav0000170_00000_s (AOS=0.0, TL=0)",
IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.7515991471215352,8.06225774829855,0.2413184226015303,39.0,0.0,0.0,0.0,0.0,0.04054054054054054,17.72004514666935,0.0,0.0,0.0,0.0,0.0,38.897300677553446,0.26993865030674846,6.082762530298219,0.13333333333333333,12.083045973594572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.3415334153341533,10.44030650891055,0.490272373540856,9.433981132056603,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.7888111888111888,9.433981132056603,0.23767605633802816,40.01249804748511,0.0,0.0,0.0,0.0,0.04054054054054054,17.72004514666935,0.0,0.0,0.0,0.0,0.0,38.897300677553446,0.25,6.324555320336759,0.10869565217391304,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.3415334153341533,10.44030650891055,0.5168316831683168,8.06225774829855,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.7659454903062658,9.433981132056603,0.23767605633802816,40.01249804748511,0.0,0.0,0.0,0.0,0.04054054054054054,17.72004514666935,0.0,0.0,0.0,0.0,0.0,39.59797974644666,0.28205128205128205,6.082762530298219,0.10869565217391304,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.3578208832026413,9.486832980505138,0.490272373540856,8.94427190999916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.7283333333333334,10.0,0.2388758782201405,40.01249804748511,0.0,0.0,0.0,0.0,0.04054054054054054,17.72004514666935,0.0,0.0,0.0,0.0,0.0,39.6232255123179,0.26993865030674846,6.082762530298219,0.10869565217391304,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,29.154759474226502,0.3509496284062758,8.94427190999916,0.490272373540856,8.94427190999916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.7453863898500577,8.48528137423857,0.23518767147276867,41.012193308819754,0.0,0.0,0.0,0.0,0.04054054054054054,17.72004514666935,0.0,0.0,0.0,0.0,0.0,40.311288741492746,0.25,6.324555320336759,0.0851063829787234,13.92838827718412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,29.154759474226502,0.36328070420567277,7.615773105863909,0.490272373540856,8.94427190999916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.7066666666666667,8.48528137423857,0.23152135956233266,42.0,0.0,0.0,0.0,0.0,0.04054054054054054,17.72004514666935,0.0,0.0,0.0,0.0,0.0,41.012193308819754,0.25,6.324555320336759,0.0851063829787234,13.92838827718412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,29.154759474226502,0.37011173184357543,7.615773105863909,0.490272373540856,9.433981132056603,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.7189619581244471,7.810249675906654,0.2278767480995764,43.0,0.0,0.0,0.0,0.0,0.019867549668874173,18.439088914585774,0.0,0.0,0.0,0.0,0.0,41.72529209005013,0.228486646884273,7.0710678118654755,0.08996539792387544,13.92838827718412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,29.154759474226502,0.35344708003884034,8.06225774829855,0.4646271510516252,10.295630140987,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.6687062937062938,8.48528137423857,0.21953896816684962,43.01162633521314,0.0,0.0,0.0,0.0,0.019867549668874173,18.439088914585774,0.0,0.0,0.0,0.0,0.0,42.44997055358225,0.21212121212121213,7.280109889280518,0.06598984771573604,14.866068747318506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.35344708003884034,8.06225774829855,0.4646271510516252,10.295630140987,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.5887050770108385,9.899494936611665,0.21602626879428538,44.01136216933077,0.0,0.0,0.0,0.0,0.019867549668874173,18.439088914585774,0.0,0.0,0.0,0.0,0.0,43.139309220245984,0.21212121212121213,7.280109889280518,0.06598984771573604,14.866068747318506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.36004436434216,8.06225774829855,0.490272373540856,8.94427190999916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.5866473149492017,9.219544457292887,0.21109082610680055,45.044422518220834,0.0,0.0,0.0,0.0,0.019867549668874173,18.439088914585774,0.0,0.0,0.0,0.0,0.0,43.840620433565945,0.25,6.324555320336759,0.06598984771573604,14.866068747318506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.3530391340549542,8.06225774829855,0.490272373540856,8.94427190999916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.6025641025641025,12.36931687685298,0.20265140785224633,46.09772228646444,0.0,0.0,0.0,0.0,0.019867549668874173,18.439088914585774,0.0,0.0,0.0,0.0,0.0,43.840620433565945,0.21212121212121213,7.280109889280518,0.04304635761589404,15.811388300841896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,29.154759474226502,0.34657039711191334,8.06225774829855,0.490272373540856,8.94427190999916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.5207948243992606,17.029386365926403,0.19990933816863102,46.09772228646444,0.0,0.0,0.0,0.0,0.019867549668874173,18.24828759089466,0.0,0.0,0.0,0.0,0.0,44.553338819890925,0.21212121212121213,7.280109889280518,0.021702838063439065,16.492422502470642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,29.154759474226502,0.34657039711191334,8.06225774829855,0.4646271510516252,9.848857801796104,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.44935691318327975,20.396078054371138,0.19503386004514672,46.17358552246078,0.0,0.0,0.0,0.0,0.0781758957654723,18.384776310850235,0.0,0.0,0.0,0.0,0.0,44.553338819890925,0.21212121212121213,7.280109889280518,0.021702838063439065,16.492422502470642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.34408602150537637,8.94427190999916,0.4646271510516252,10.295630140987,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.32138024357239514,29.410882339705484,0.19364736632763224,46.09772228646444,0.0,0.0,0.0,0.0,0.0781758957654723,18.384776310850235,0.0,0.0,0.0,0.0,0.0,45.254833995939045,0.25,6.324555320336759,0.021702838063439065,16.492422502470642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.34316021490563436,8.602325267042627,0.4646271510516252,10.295630140987,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.2304586097490626,39.21734310225516,0.18746438746438746,46.09772228646444,0.0,0.0,0.0,0.0,0.05750798722044728,18.973665961010276,0.0,0.0,0.0,0.0,0.0,44.553338819890925,0.21212121212121213,7.280109889280518,0.0,17.46424919657298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.3396803335649757,8.06225774829855,0.4398496240601504,11.180339887498949,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.16981132075471697,48.104053883222775,0.1839579524680073,46.09772228646444,0.0,0.0,0.0,0.0,0.05750798722044728,18.973665961010276,0.0,0.0,0.0,0.0,0.0,45.254833995939045,0.21212121212121213,7.280109889280518,0.0,17.46424919657298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.32776103041929294,9.433981132056603,0.4646271510516252,9.848857801796104,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.12101063829787234,57.9396237474839,0.18085470085470085,47.095647357266465,0.0,0.0,0.0,0.0,0.05750798722044728,18.973665961010276,0.0,0.0,0.0,0.0,0.0,45.254833995939045,0.25,6.324555320336759,0.0,18.439088914585774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.32776103041929294,9.433981132056603,0.4646271510516252,9.848857801796104,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.08284023668639054,67.23094525588644,0.17485714285714285,47.095647357266465,0.0,0.0,0.0,0.0,0.05750798722044728,18.681541692269406,0.0,0.0,0.0,0.0,0.0,45.967379738244816,0.25,6.324555320336759,0.0,19.4164878389476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,29.068883707497267,0.32167832167832167,9.433981132056603,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.04419191919191919,73.79024325749306,0.16688545174362193,47.16990566028302,0.0,0.0,0.0,0.0,0.05750798722044728,18.681541692269406,0.0,0.0,0.0,0.0,0.0,46.66904755831214,0.21212121212121213,7.280109889280518,0.0,19.4164878389476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.3183673469387755,10.0,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.015909090909090907,80.62257748298549,0.16107613050944478,47.16990566028302,0.0,0.0,0.0,0.0,0.05750798722044728,18.681541692269406,0.0,0.0,0.0,0.0,0.0,47.38143096192854,0.18694362017804153,7.615773105863909,0.0,20.396078054371138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.32098765432098764,9.433981132056603,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,85.98255637046388,0.16107613050944478,47.16990566028302,0.0,0.0,0.0,0.0,0.03761755485893417,19.4164878389476,0.0,0.0,0.0,0.0,0.0,48.08326112068523,0.21212121212121213,7.280109889280518,0.0,20.396078054371138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.31163170798147644,10.0,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,89.30845424706443,0.15766515525454858,47.16990566028302,0.0,0.0,0.0,0.0,0.03761755485893417,19.4164878389476,0.0,0.0,0.0,0.0,0.0,48.08326112068523,0.21212121212121213,7.280109889280518,0.0,21.37755832643195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.30381803411860275,10.816653826391969,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,93.23089616645332,0.15196868524061707,47.16990566028302,0.0,0.0,0.0,0.0,0.03761755485893417,19.4164878389476,0.0,0.0,0.0,0.0,0.0,48.79549159502341,0.21951219512195122,6.708203932499369,0.0,21.37755832643195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.31163170798147644,10.0,0.4398496240601504,10.44030650891055,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,97.20082304178294,0.14635413659719415,47.16990566028302,0.0,0.0,0.0,0.0,0.03761755485893417,19.4164878389476,0.0,0.0,0.0,0.0,0.0,49.49747468305833,0.18694362017804153,7.615773105863909,0.0,22.360679774997898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.3024073573167433,10.63014581273465,0.4398496240601504,10.44030650891055,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,101.21264743103995,0.14635413659719415,47.16990566028302,0.0,0.0,0.0,0.0,0.03761755485893417,19.4164878389476,0.0,0.0,0.0,0.0,0.0,49.49747468305833,0.21212121212121213,7.280109889280518,0.0,22.360679774997898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.31163170798147644,10.0,0.4398496240601504,10.44030650891055,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.14801110083256244,48.093658625644196,0.0,0.0,0.0,0.0,0.03761755485893417,19.4164878389476,0.0,0.0,0.0,0.0,0.0,50.20956084253277,0.21212121212121213,7.280109889280518,0.0,23.194827009486403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.160255680657446,0.29487696651875756,11.40175425099138,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.14895334755781098,48.093658625644196,0.0,0.0,0.0,0.0,0.09815242494226328,17.08800749063506,0.0,0.0,0.0,0.0,0.0,50.20956084253277,0.25,6.324555320336759,0.0,23.345235059857504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.30381803411860275,10.816653826391969,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.1497756815828828,48.093658625644196,0.0,0.0,0.0,0.0,0.10452961672473868,16.76305461424021,0.0,0.0,0.0,0.0,0.0,50.93132631298737,0.21212121212121213,7.280109889280518,0.0,23.345235059857504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.30699047363477794,11.40175425099138,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.15332413158500116,47.095647357266465,0.0,0.0,0.0,0.0,0.10452961672473868,16.76305461424021,0.0,0.0,0.0,0.0,0.0,51.62363799656123,0.23839009287925697,7.0710678118654755,0.0,24.331050121192877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.30952380952380953,10.816653826391969,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.15332413158500116,47.095647357266465,0.0,0.0,0.0,0.0,0.10452961672473868,16.76305461424021,0.0,0.0,0.0,0.0,0.0,52.3450093132096,0.26143790849673204,6.324555320336759,0.0,24.331050121192877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.30699047363477794,11.40175425099138,0.4646271510516252,9.486832980505138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.15787037037037038,46.04345773288535,0.0,0.0,0.0,0.0,0.10452961672473868,16.76305461424021,0.0,0.0,0.0,0.0,0.0,53.03772242470448,0.26143790849673204,6.324555320336759,0.0,25.179356624028344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15526802218114602,27.073972741361768,0.3082191780821918,11.661903789690601,0.4646271510516252,9.486832980505138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.1614676775276347,45.044422518220834,0.0,0.0,0.0,0.0,0.10452961672473868,16.492422502470642,0.0,0.0,0.0,0.0,0.0,53.75872022286245,0.22151898734177214,7.280109889280518,0.0,25.179356624028344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.30699047363477794,11.40175425099138,0.4398496240601504,10.44030650891055,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.16199053227110033,45.044422518220834,0.0,0.0,0.0,0.0,0.10452961672473868,16.492422502470642,0.0,0.0,0.0,0.0,0.0,54.48853090330111,0.21212121212121213,7.280109889280518,0.0,26.1725046566048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.3049040511727079,12.206555615733702,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.15791290341137892,45.09988913511872,0.0,0.0,0.0,0.0,0.08191126279863481,17.46424919657298,0.0,0.0,0.0,0.0,0.0,55.17245689653489,0.28205128205128205,6.082762530298219,0.0,26.1725046566048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.31141868512110726,12.206555615733702,0.4646271510516252,9.848857801796104,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.15534314006067196,46.09772228646444,0.0,0.0,0.0,0.0,0.08191126279863481,17.46424919657298,0.0,0.0,0.0,0.0,0.0,55.90169943749474,0.28205128205128205,6.082762530298219,0.0,27.16615541441225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.31141868512110726,12.206555615733702,0.4646271510516252,9.848857801796104,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.1518324607329843,46.17358552246078,0.0,0.0,0.0,0.0,0.08191126279863481,17.26267650163207,0.0,0.0,0.0,0.0,0.0,56.586217403180434,0.23839009287925697,7.0710678118654755,0.0,28.160255680657446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14051094890510948,28.071337695236398,0.3140096618357488,11.661903789690601,0.4646271510516252,9.848857801796104,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.14882506527415143,47.16990566028302,0.0,0.0,0.0,0.0,0.08191126279863481,17.26267650163207,0.0,0.0,0.0,0.0,0.0,57.3149195236284,0.26143790849673204,6.324555320336759,0.0,28.160255680657446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15526802218114602,27.073972741361768,0.31141868512110726,12.206555615733702,0.4398496240601504,10.770329614269007,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.15097329108193752,48.16637831516918,0.0,0.0,0.0,0.0,0.17350157728706625,18.35755975068582,0.0,0.0,0.0,0.0,0.0,58.05170109479997,0.2953020134228188,6.082762530298219,0.0,29.154759474226502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15526802218114602,27.073972741361768,0.30927835051546393,13.038404810405298,0.4646271510516252,9.848857801796104,0.0,0.0
