"uav0000070_02088_s (AOS=0.27863823259693005, TL=217)",,"uav0000070_04877_s (AOS=0.13209811032602684, TL=0)",,"uav0000071_00816_s (AOS=0.12850768296898527, TL=96)",,"uav0000071_01536_s (AOS=0.1285232584814225, TL=22)",,"uav0000071_02520_s (AOS=0.02333794867400647, TL=31)",,"uav0000072_02544_s (AOS=0.23434892073182648, TL=673)",,"uav0000072_03792_s (AOS=0.08038192192791752, TL=51)",,"uav0000072_04680_s (AOS=0.2946539985842184, TL=160)",,"uav0000072_06672_s (AOS=0.09901296985777135, TL=24)",,"uav0000072_08448_s (AOS=0.3677568086826709, TL=140)",,"uav0000076_00241_s (AOS=0.002994956389844105, TL=6)",,"uav0000080_01680_s (AOS=0.11369147057944846, TL=149)",,"uav0000084_00000_s (AOS=0.25758952494100745, TL=32)",,"uav0000084_00812_s (AOS=0.033180890760304844, TL=42)",,"uav0000085_00000_s (AOS=0.011038684206202394, TL=23)",,"uav0000089_00920_s (AOS=0.5221861916361257, TL=1381)",,"uav0000090_00276_s (AOS=0.33117356907440965, TL=415)",,"uav0000090_01104_s (AOS=0.2642642080022721, TL=596)",,"uav0000091_00460_s (AOS=0.18906775700485826, TL=109)",,"uav0000091_01035_s (AOS=0.27441235031770717, TL=208)",,"uav0000091_01288_s (AOS=0.37739039102506383, TL=783)",,"uav0000091_02530_s (AOS=0.2855355186682122, TL=94)",,"uav0000099_02520_s (AOS=0.019675115894000627, TL=39)",,"uav0000107_01763_s (AOS=0.07845708428733102, TL=30)",,"uav0000126_07915_s (AOS=0.27862666994486707, TL=526)",,"uav0000144_01980_s (AOS=0.31161885347740337, TL=11)",,"uav0000144_03200_s (AOS=0.262974160938196, TL=94)",,"uav0000147_00000_s (AOS=0.06139993201558452, TL=9)",,"uav0000148_00840_s (AOS=0.3748360018784067, TL=807)",,"uav0000149_00317_s (AOS=0.020665186785625785, TL=8)",,"uav0000159_00000_s (AOS=0.10861545624802904, TL=68)",,"uav0000160_00000_s (AOS=0.13842004803101293, TL=79)",,"uav0000169_00000_s (AOS=0.09512482903347318, TL=301)",,"uav0000170_00000_s (AOS=0.05668266870213289, TL=111)",
IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors
0.2894736842105263,3.0,0.24192572385532646,20.155644370746373,0.46959545239551304,5.5901699437494745,0.27822825511065713,2.5495097567963922,0.22393535448854937,1.5811388300841898,0.24783213405969082,1.8027756377319946,0.3954325782893277,2.5,0.27324429559170826,1.5,0.21874902195236223,1.118033988749895,0.3465320091673733,1.4142135623730951,0.3684769655057162,12.747548783981962,0.6438153241485436,1.8027756377319946,0.40965242187868944,3.1622776601683795,0.15789473684210525,1.0,0.5035912763423964,2.5,0.5294117647058824,0.0,0.7142736283401463,1.0,0.729162332294164,1.5,0.5918422099285828,5.024937810560445,0.5454545454545454,0.5,0.7524576228494994,1.8027756377319946,0.4935830647673247,2.9154759474226504,0.23529411764705882,0.0,0.47540983606557374,0.0,0.3179190751445087,0.0,0.8752807980925514,1.5811388300841898,0.7827272665416263,10.04987562112089,0.5812133072407045,0.5,0.6533333333333333,0.7071067811865476,0.507678072758411,4.301162633521313,0.35370377764959604,1.0,0.7700938754465678,5.315072906367325,0.33924327830808804,12.5,0.95,0.5
0.2894736457728204,6.082762530298219,0.24526491154824967,18.92751801122144,0.4623612377055386,4.766773230888702,0.28188795329892463,1.6635912237938177,0.21244513336244142,2.9793918328733904,0.24615385022773476,1.6947432928623987,0.41007080443766875,2.0261437491793632,0.2676979797671839,2.8648518565083396,0.2283458459784725,0.472659742764638,0.33482875550743524,2.704699813420006,0.36663043851912963,12.202584589913616,0.6525971052105813,1.800225835835863,0.403347362595273,5.598599105617491,0.15875355370689312,1.0,0.49637250499017405,3.9506676150663473,0.4857059209738632,1.0,0.7142736283401463,0.9736531891822434,0.6869652447189994,1.4706382437859142,0.5118821307216079,5.953282546233492,0.4279003889789379,2.0615528128088303,0.7183665790545221,2.470792589331578,0.5321301981240059,2.0397835408789455,0.21739124487254863,2.23606797749979,0.46341225365919975,1.4142135623730951,0.3150192869250753,1.0,0.8856807964667738,0.9371161217932654,0.7682261674933404,10.01341822401171,0.5681771005359928,2.692582403567252,0.6756745881908877,0.7071067811865476,0.4966864421598388,6.026903289779055,0.3553471288106871,1.2627726837229714,0.7677651896588756,4.790288706525892,0.3072594917697041,13.777565619374995,0.9499585596159391,1.118033988749895
0.28947353658654995,8.04144538047741,0.23301839582464426,20.581365232640803,0.45028986583856306,4.737917774247232,0.2944327897509478,0.6728911062267965,0.21694590688329124,2.891010524773909,0.2470274868246541,1.0038735029877932,0.4260202618282679,1.1166056119150807,0.2673891687632307,2.9483248706020992,0.21952592894935766,1.7331318611052855,0.3486888513391707,1.2402486967808675,0.3675543886848519,12.151096871944718,0.6641934093130204,0.41829996600357616,0.38691416866202094,6.226115361533332,0.1643158581235017,1.0394873435878256,0.48702754996126324,8.297505727613565,0.486630403211607,0.938261555152736,0.7142736283401463,0.9736531891822434,0.687112648607921,1.4806020878138388,0.5121581608149423,5.9690803846127425,0.4286965760131212,2.080003870601896,0.7169567501151725,2.499937138398566,0.5342708009237382,1.9314236452508395,0.2260252085651136,1.4417524025172437,0.47540021451721387,1.9267622187138915,0.3161293659523625,0.5121911487908445,0.8610360778289159,2.461459183638267,0.7861851987955805,8.480006064164892,0.5578929191665859,4.933611547612339,0.6542774446073112,1.5579646580479445,0.4781627765176137,10.119782742063423,0.36039343034716703,1.3158961866449796,0.7777582459275075,5.321801563242092,0.2902166426110624,14.816503712591798,0.9070099116443184,1.7737751902663514
0.2894733566833809,10.008506339911504,0.23402411141852708,20.450775589681125,0.4537298885963079,4.33130146740358,0.2949094600865996,1.475672578173386,0.2168091921081699,3.334149665021309,0.24511954721859258,1.1519146304772858,0.40939242730721565,1.9995451412965362,0.2711959159136146,3.030078292126003,0.2283463644988264,1.4802495846221544,0.359985668474379,1.4978537069171418,0.36821964668213736,13.798686018654921,0.6416328656011211,1.0243228561312823,0.3838429050186849,6.40319415737989,0.17057037661794391,1.0803351849999756,0.4818464717710147,9.450958946054053,0.48837408393926823,1.3392004044293984,0.7142736283401463,0.9736531891822434,0.6872592068102447,1.4906747731116612,0.45901598025943435,6.982244353029009,0.4294905435492596,2.09965766675448,0.7982311366346337,1.146221697788284,0.5186658304680849,2.6164388435482393,0.22575969749304284,3.201803067264212,0.47538969617100046,1.8627559133211447,0.3168277550549173,0.4696375959572033,0.815283332004707,5.012225193864888,0.7875655082282303,7.029593593584275,0.5448077162046413,8.107518602635615,0.6756657274340794,1.562493552542258,0.47028380577452233,12.960932172290729,0.35431202200993406,1.3694782370597203,0.7617209563165747,6.494343004023125,0.2737369257112752,15.86991070216997,0.9005102664750945,1.7630434491483498
0.289472956541419,10.935169886866253,0.2262997301742661,21.802002949675718,0.4492063124867227,5.4044851110881345,0.29508296448247373,3.445664965158645,0.21247629802251672,4.161872543036336,0.245174563767356,1.1635195904608193,0.37849495965027363,3.339467988369676,0.26679154471468436,3.808745004927436,0.21905126049188006,3.6201578665773715,0.35811822717067476,7.262465834551264,0.3740515416728243,13.053016892657386,0.6273347781251388,2.130264032348764,0.3716276191782476,7.958421604559809,0.17003627442343502,2.122209913951051,0.47415013415022494,11.428938052155107,0.5294117644892453,0.9586171060156959,0.7142736283401463,0.9736531891822434,0.7776945359532268,1.1192323375340716,0.4593097016018558,6.998055325254262,0.43028218984997396,2.120517307626374,0.7964534600882325,1.1747396803294734,0.5384966696586482,2.5095278499651092,0.22554643203970054,3.218282652776553,0.47926179348390113,1.8120265407661635,0.31677514128221296,0.7651474007136935,0.8101231709524342,5.3419151667025595,0.7402620366834841,7.833479149233575,0.5311202510813599,11.267644236816878,0.675658728977399,0.7208326177126307,0.45758677279064597,16.82726075135174,0.35940926121065064,1.4141816583685214,0.7450735969418605,6.984234963240473,0.2686704297334963,16.732334815085903,0.8944107852981596,1.7722425607929144
0.2854405896463929,10.945224938956548,0.21817794375520663,22.53884339624977,0.46035538495684963,5.282340863670229,0.2950613663991357,5.220766923072512,0.2150119479390346,4.183602785869711,0.2427814702696292,1.1787358050361112,0.3632506689122379,4.212517009753734,0.2617443884609583,4.604650623780882,0.22834644373091353,3.4954022850759157,0.3576741269161327,6.3252563905004315,0.37501953709061403,17.260685096484444,0.6430073872007875,1.1656796325103425,0.3623436003791962,9.328516295887091,0.16780041263658013,4.162745666086831,0.46592951405670485,13.487795409183772,0.5293982374848668,0.0003657519198995946,0.7142736283401463,0.9736531891822434,0.7766290719841064,1.134889308396505,0.45960323798099784,7.013929169795026,0.43107141153470985,2.1425847715714195,0.79467572560009,1.2033766765564218,0.5405505413662114,1.6143863225130501,0.22528148130364403,3.2389242051429856,0.4753524997172629,2.7422236410429366,0.31622697913518166,0.36931124377470526,0.7857425102908421,7.034978232645211,0.7697127830423559,6.202583204052165,0.5236964559845989,12.879240071365176,0.6942843291860258,0.7269071711151883,0.5183760023401196,12.017600258847091,0.3749944502014572,0.974187225084824,0.7467509240323557,7.518654099775506,0.2889826028904154,15.862902239234373,0.8665427031606806,2.6965420655999126
0.281498411473755,11.910234338153632,0.20569014952257672,24.84774098417121,0.46035538495684963,6.209116281726445,0.29503743486643674,6.02474527245232,0.2080812612375939,5.460858933100929,0.2341795685158244,2.040598907676456,0.34831316987837646,5.118046934534988,0.27032865644122933,3.27398595630911,0.21863705138760253,5.5966375876960015,0.3599538077040875,6.4324035522858445,0.36741226165717905,26.102322693584213,0.6322112257185094,1.6215923531858132,0.3503802033240912,10.780561793984576,0.16741765979837928,5.2033047905353875,0.45579032980895295,14.483460394532749,0.5293740513292227,1.9996992924647472,0.7142736283401463,0.9736531891822434,0.775563938426274,1.1505804358871603,0.5417415052383976,6.031497371411984,0.431858103568369,2.165860984682425,0.792893364508651,1.2322043106359026,0.5250728138817204,3.2028169997189453,0.22501688233540587,4.211049474389106,0.4753266595652433,3.672743498115326,0.31313263725157825,1.0241133964364864,0.7435376231113868,9.576540822384406,0.7898810099642067,5.109060579010545,0.5166125102551548,15.334799387813687,0.6756377528769565,1.538592755111102,0.5095720987880966,15.207369771243847,0.37968633356518283,0.116540575052186,0.7387946169071229,7.996850029656734,0.28917517616713356,15.995933273436341,0.8818887322091267,1.8445341692676966
0.27712046921996536,12.009173143055518,0.1886265267748373,27.690739035471562,0.47576953016769336,6.826648152644211,0.2950084655764674,7.711971431758795,0.20813993684666182,5.812452048080725,0.2357497480808991,2.0424644220748713,0.3461406929247767,5.795651579417916,0.2700139501582717,4.079699022849543,0.2184544915953523,5.607137936485475,0.3599281002806461,8.503522974334974,0.3607050970359427,35.261611562717924,0.609785392398228,1.82448110539988,0.3406943145769502,13.163973314073663,0.17322987798775194,5.243871266504483,0.45278414431051806,15.479684266805917,0.5293274549269302,3.0735537078317536,0.7142736283401463,0.9736531891822434,0.7744970392122611,1.1663362322323094,0.5430446495831547,6.052082403426612,0.43264215925034044,2.1903459019373286,0.7911063882148297,1.2612206399999455,0.5446428536162815,2.197415873490778,0.22475263464503556,4.22993025822518,0.4752991694187982,3.6179573160318292,0.3139860597896476,0.8826438309841477,0.7209468917771279,11.861557367204869,0.799001617401304,5.109060579010545,0.5031235511179141,18.565844996243342,0.6756237015659667,1.5316574928766502,0.49587379663397513,18.7836060829939,0.37497874025985733,0.9312236721565624,0.738491335599005,8.532949436675601,0.3078602428035888,15.063137953295142,0.854389543057807,2.8574553655774104
0.2772268642294454,11.976946477445926,0.1695234879744496,31.19780533168042,0.47576953016769336,6.826648152644211,0.29497789435528776,10.506000583207642,0.21478198070853982,5.591674257616333,0.23695848205103787,2.0870100184654836,0.3136910342868806,8.675485784104684,0.2756926661951855,3.453819400953764,0.21826345605231273,6.6031795016765935,0.35989661589074934,10.721607583641166,0.3536620221421018,48.08670554321645,0.6070805139434551,2.7776288582715143,0.33518650484961576,15.004082777697542,0.167631640712885,6.352343236774431,0.4424530558281614,16.585253238946898,0.5291797234091474,4.944345448818327,0.7142736283401463,1.411500074271468,0.7734283767806212,1.1821563453042525,0.5443552138805832,6.072756907841655,0.43342347020392613,2.2160385925032977,0.7893148083324839,1.2904239662348018,0.5291252274568594,3.0053339876242178,0.21863058163018617,5.532167935760016,0.47911070437237335,3.572444196733375,0.30815544504081605,2.909615178303213,0.7442866867008222,11.366892715249893,0.7736379613356771,5.531952638987391,0.4964697555361882,18.81231312199529,0.6756083533643148,1.524774435657751,0.48297167590428103,21.44437571952145,0.3695017466587578,1.4948947860001665,0.7239126239292216,9.015289899005243,0.3078602428035888,15.063137953295142,0.8756591982580568,2.948257527013645
