"uav0000070_02088_s (AOS=0.0004923627725372901, TL=0)",,"uav0000070_04877_s (AOS=0.001444441840306681, TL=0)",,"uav0000071_00816_s (AOS=0.003400562797280864, TL=0)",,"uav0000071_01536_s (AOS=0.002006490872692294, TL=0)",,"uav0000071_02520_s (AOS=0.0005502648593760698, TL=0)",,"uav0000072_02544_s (AOS=0.0018064939531745488, TL=1)",,"uav0000072_03792_s (AOS=0.007708520349046604, TL=0)",,"uav0000072_04680_s (AOS=0.0011766297336939634, TL=0)",,"uav0000072_06672_s (AOS=0.0002772881852922522, TL=0)",,"uav0000072_08448_s (AOS=0.0013697649445173607, TL=1)",,"uav0000076_00241_s (AOS=0.0, TL=0)",,"uav0000080_01680_s (AOS=0.001186244256640173, TL=0)",,"uav0000084_00000_s (AOS=0.0005197390159906974, TL=0)",,"uav0000084_00812_s (AOS=0.0019703419595577328, TL=7)",,"uav0000085_00000_s (AOS=8.605884408043094e-05, TL=0)",,"uav0000089_00920_s (AOS=0.0002880922915434904, TL=1)",,"uav0000090_00276_s (AOS=0.0007813495557529775, TL=1)",,"uav0000090_01104_s (AOS=0.0012237548173804874, TL=7)",,"uav0000091_00460_s (AOS=0.027881108947127684, TL=0)",,"uav0000091_01035_s (AOS=0.001222678960841939, TL=1)",,"uav0000091_01288_s (AOS=0.00043826302523294555, TL=1)",,"uav0000091_02530_s (AOS=0.0028247761594423627, TL=1)",,"uav0000099_02520_s (AOS=0.0007424802241014263, TL=0)",,"uav0000107_01763_s (AOS=0.1895725434094205, TL=71)",,"uav0000126_07915_s (AOS=3.6745594041161545e-05, TL=0)",,"uav0000144_01980_s (AOS=0.002237522388004583, TL=0)",,"uav0000144_03200_s (AOS=0.0005989789705659642, TL=0)",,"uav0000147_00000_s (AOS=0.0, TL=0)",,"uav0000148_00840_s (AOS=0.0009575798160056518, TL=0)",,"uav0000149_00317_s (AOS=0.0006594274981689658, TL=0)",,"uav0000159_00000_s (AOS=0.001209020806412286, TL=0)",,"uav0000160_00000_s (AOS=0.0010161889155945953, TL=0)",,"uav0000169_00000_s (AOS=0.0006491986925804895, TL=0)",,"uav0000170_00000_s (AOS=0.0011186154995218777, TL=2)",
IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors
0.05192211682476285,38.01315561749642,0.19682924716278263,42.1070065428546,0.28353267834258866,50.774009099144415,0.06727101193650273,63.56099432828282,0.0952000982077093,41.30375285612676,0.18087318087318088,17.69180601295413,0.2798495769351301,26.1725046566048,0.10892667375132838,71.28113354878694,0.03355187042036251,50.08991914547278,0.1986159169550173,17.0,0.0,237.05273674859777,0.1883868863154461,27.730849247724095,0.11722967761838655,56.00892785976178,0.05807522123893805,16.1245154965971,0.14156679851230888,139.8177385026664,0.20956719817767655,13.152946437965905,0.16806722689075632,12.083045973594572,0.30057803468208094,2.8284271247461903,0.1925545571245186,23.345235059857504,0.16216216216216217,19.72308292331602,0.18727050183598531,15.0,0.3364212579229644,13.45362404707371,0.03883966500788931,55.226805085936306,0.5782167645488521,8.06225774829855,0.023149724245931775,125.51493934986385,0.14058760967827705,49.678969393496885,0.18794914317302377,72.24956747275377,0.0,247.48737341529164,0.19851116625310175,26.248809496813376,0.5017950679771643,47.41307836451879,0.08483290488431877,33.12099032335839,0.14187128871770183,75.92759709091287,0.29596083231334147,33.37663853655727,0.4780645161290323,14.0
0.0,60.802960454241045,0.21877416860015467,52.0,0.16203848153926156,70.03570517957252,0.08215855159078925,69.07966415668217,0.1034455160270519,62.625873247404705,0.1670248695118207,22.02271554554524,0.20588235294117646,36.71511950137164,0.11816286485160657,103.4456378974,0.0,89.45389874119518,0.0,95.56673061269805,0.0,0.0,0.25954901058444546,27.892651361962706,0.0715889838855837,67.02984409947557,0.0731618095354225,12.36931687685298,0.0,0.0,0.07148212946763309,21.18962010041709,0.08064516129032258,21.095023109728988,0.1011743450767841,7.211102550927978,0.14347202295552366,25.553864678361276,0.05306603773584906,38.948684188300895,0.08304498269896193,20.518284528683193,0.14254298280687724,37.64306044943742,0.07597479682220802,64.88451279003334,0.5310344827586206,6.324555320336759,0.0,0.0,0.12508693031665816,45.70557952810576,0.03966286564204264,136.97079980784227,0.0,0.0,0.1254075746175069,50.60632371551998,0.45401742497579867,46.04345773288535,0.11904761904761904,35.0,0.19609894626709515,78.05767098754612,0.17433188315724052,35.510561809129406,0.3485600794438927,16.1245154965971
0.042708333333333334,46.66904755831214,0.06395127521888085,127.66362050325849,0.17899316345556246,54.230987451824994,0.0816833880848797,85.38149682454625,0.0,104.80935072788114,0.14042553191489363,24.839484696748443,0.26891405043746786,28.160255680657446,0.0,0.0,0.0,100.46392387319938,0.0,114.58621208504974,0.0,0.0,0.18686447741290216,91.4166286842826,0.047154795065658575,72.00694410957877,0.05846153846153846,15.524174696260024,0.0,0.0,0.04991680532445923,35.12833614050059,0.03674219228413962,24.758836806279895,0.051001821493624776,5.0990195135927845,0.10638297872340426,30.4138126514911,0.018823529411764704,32.14031735997639,0.04173913043478261,39.96248240537617,0.0797717610203625,79.17701686727027,0.11512553582363748,67.97793759742936,0.49885057471264366,8.94427190999916,0.0,0.0,0.017785259459855082,82.80700453464067,0.0,0.0,0.0,0.0,0.12968540829986613,60.959002616512684,0.3242816510268527,42.941821107167776,0.13445378151260504,33.301651610693426,0.22826086956521738,82.21921916437786,0.05626344530862155,49.76946855251722,0.2820409803133789,29.068883707497267
0.012212271482495745,73.24616030891995,0.0,0.0,0.15064074622962254,59.50630218724736,0.045097468722723306,89.55445270895244,0.0,0.0,0.14297729184188393,22.67156809750927,0.2679075014100395,44.40720662234904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1848541536756045,97.41663102366043,0.028379834750329302,75.0066663703967,0.062890625,13.92838827718412,0.0,0.0,0.01590862737099735,72.99315036357864,0.023976023976023976,32.802438933713454,0.03320978502594515,4.47213595499958,0.07936507936507936,36.6742416417845,0.011198208286674132,45.27692569068709,0.025098039215686273,88.14193099768123,0.05065359477124183,100.0,0.11685631119343742,85.88364221433555,0.4908045977011494,8.54400374531753,0.0,0.0,0.043165889563355916,60.74537019394976,0.0,0.0,0.0,0.0,0.11383666274970623,63.7808748764079,0.2636256292337331,87.11486669908874,0.14236653137683422,32.55764119219941,0.2604953079799619,80.06247560499239,0.04047619047619048,55.02726596879042,0.2405844155844156,38.01315561749642
0.0,166.23477373883,0.0,0.0,0.14970900235274692,57.28001396647874,0.10847149211484028,59.16924876994806,0.0,0.0,0.11206896551724138,26.90724809414742,0.26533882783882784,47.53945729601885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442113442113442,97.71898484941399,0.02215012416886966,74.00675644831355,0.09886638171343616,5.0,0.0,0.0,0.029162512462612162,90.0,0.014829461196243203,42.941821107167776,0.021764477263894286,10.295630140987,0.06631299734748011,40.311288741492746,0.0008609556607834697,66.49060083951716,0.006007294571980262,172.97687706742772,0.043133696309739865,105.26157893552613,0.11856664298040807,89.69392398596462,0.5242154203796978,9.219544457292887,0.0,0.0,0.040349894008430594,60.40695324215582,0.0,0.0,0.0,0.0,0.07575757575757576,79.98124780221924,0.0,497.01609631882144,0.07062978222483814,14.317821063276353,0.26260833958916263,70.21395872616783,0.04692400986993434,53.33854141237835,0.20887949260042282,47.01063709417264
0.0,0.0,0.0,0.0,0.14634717452388385,56.568542494923804,0.08048125616014683,79.84985911070852,0.0,0.0,0.07259899863450159,33.301651610693426,0.22761194029850745,63.387695966961914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09940726987074198,98.35141076771599,0.015464952801767424,73.06161783043132,0.09553133061496213,14.866068747318506,0.0,0.0,0.02181818181818182,105.17128885774862,0.0,35.608987629529715,0.018035426731078906,18.35755975068582,0.05450581395348837,43.46262762420146,0.008206330597889801,76.00657866263946,0.0,0.0,0.0,0.0,0.12147043153969099,77.33692520394123,0.43237547892720307,12.649110640673518,0.0,0.0,0.0380159692022528,80.62257748298549,0.0,0.0,0.0,0.0,0.055621102309118486,86.02325267042627,0.0,0.0,0.06668350593584238,26.92582403567252,0.008800294707543694,84.69356528095862,0.042829457364341086,64.76109943476871,0.0,66.84309986827361
0.0,0.0,0.0,0.0,0.13552660310066234,58.077534382926416,0.05482456140350877,77.38862965578342,0.0,0.0,0.11186440677966102,29.068883707497267,0.1857371794871795,83.74365647617735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06542504680074882,67.54257916307313,0.0,76.05918747922567,0.09505297659882612,17.08800749063506,0.0,0.0,0.0,0.0,0.0,34.132096331752024,0.016908212560386472,18.788294228055936,0.05350454788657036,43.657759905886145,0.0,127.9531164137865,0.0,0.0,0.0,0.0,0.10354955941653805,93.38094023943002,0.4367816091954023,12.083045973594572,0.0,0.0,0.0,527.2760187985036,0.0,0.0,0.0,0.0,0.031982942430703626,91.0659101969557,0.0,0.0,0.05344104396457977,31.622776601683793,0.01632562839459391,76.69419795525604,0.03900229425260309,91.96738552334735,0.020236985754227135,64.88451279003334
0.0,0.0,0.0,0.0,0.17788675880517166,47.51841748206689,0.0743417656169334,78.26237921249263,0.0,0.0,0.09246499222049344,29.732137494637012,0.19128569070803764,74.04052944165107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509078631452581,86.02325267042627,0.0,81.09870529176159,0.09439421338155515,24.73863375370596,0.0,0.0,0.0,0.0,0.0,36.87817782917155,0.016613513313060893,20.12461179749811,0.052083333333333336,45.31004303683677,0.0,0.0,0.0,0.0,0.0,0.0,0.08253897050577548,123.70933675353692,0.4068965517241379,14.7648230602334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04196447909898202,104.89041900955492,0.0,0.0,0.04670499778858912,40.80441152620633,0.027457528292385572,68.0294054067798,0.026770032099812248,109.62207806824317,0.0,182.7840255602223
0.0,0.0,0.0,0.0,0.15504779668920493,51.62363799656123,0.031180400890868598,90.21086409075129,0.0,0.0,0.0759493670886076,29.0,0.22076190476190477,75.58438992278762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04160024524831392,88.76936408468859,0.0,82.09750300709517,0.08828162869607369,59.53990258641679,0.0,0.0,0.0,0.0,0.0,36.87817782917155,0.017105765559373806,21.095023109728988,0.05151098901098901,45.31004303683677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4372336303758233,12.529964086141668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03881475667189953,47.634021455258214,0.03538461538461538,63.15853069855251,0.0,0.0,0.0,0.0
